comment,toxic,PER,LOC,ORG,positive,negative,neutral,speech,skip,rude
Дети  конечно  не деградат. А вот система образования  которая порождает таких старшеклассников — чудовищна.,0,0,0,0,0.07808816432952881,0.07160120457410812,0.6654205918312073,0.003603602992370725,0.04469086229801178,0
А нахуя оно мне надо?,1,0,0,0,1.000000338535756e-05,0.38492217659950256,0.839743971824646,1.000000338535756e-05,0.051855459809303284,1
Хоспаде  если вы не можете вместо букав поставить цифры и посчитать  то мне становится страшно,0,1,0,0,0.01799621433019638,0.6584275364875793,0.21734751760959625,0.0005293049616739154,0.40734341740608215,0
А потом они доказывают  что гендеров больше чем 5,0,0,0,0,0.010338151827454569,0.21734751760959625,0.8634016513824463,1.000000338535756e-05,0.08036746829748154,0
А потом режим угнетает,0,0,0,0,0.0012165895896032453,0.010996942408382893,0.9763205647468568,1.000000338535756e-05,0.4532718360424042,0
Я не понимаю формулировки задания 2. Что такое целые выражения и дробные выражения  когда x y a b могут быть какими угодно?,0,0,0,0,0.10375863313674928,0.04886778444051743,0.8706072568893433,0.0014650630764663222,0.01972912810742855,0
ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ ПИЗДЕЦ,1,0,0,0,0.0006767021841369568,1.0000100135803225,1.000000338535756e-05,0.9919480085372924,0.8031837940216064,1
Бля  шли бы на знания.com  и не позорились бы. А дроби тут настолько простые  что их считать — что пальцы обоссывать. А даже если и так трудно  то калькулятор дробей для кого? Сам в матане не силён  но такое-то в восьмом классе не осилить  просто подставив нужные циферки...,0,0,0,0,0.04337579756975174,0.5621865391731262,0.1824355274438858,0.0029910325538367033,0.275139719247818,1
Ахахахах,0,0,0,0,1.0000100135803225,1.000000338535756e-05,1.000000338535756e-05,1.000000338535756e-05,0.0038344827480614185,0
Хуй Чонгука в голове мешает думать.,0,1,0,0,0.0017107223393395545,0.8311530351638794,0.287777841091156,1.000000338535756e-05,0.26285186409950256,1
8 класс...,0,0,0,0,0.16886694729328156,1.000000338535756e-05,0.06009664759039879,1.000000338535756e-05,0.0047651990316808215,0
Как страшно жить не умея подставить число,0,0,0,0,0.029322227463126183,0.8903042674064636,0.16452647745609286,1.000000338535756e-05,0.1824355274438858,0
Олдовые сейчас наверное вспомнят Гоголева..,0,1,0,0,0.13661839067935946,0.5078218579292297,0.275139719247818,0.0010749627836048603,0.07160120457410812,0
Деградач классический. Наконец-то,1,0,0,0,0.9149109721183776,0.008325778879225254,0.2942249774932861,1.000000338535756e-05,0.0006978511810302733,0
Существуют тупые люди  не умеющие решать дроби  никогда такого не было ага,1,0,0,0,0.010662510991096495,0.4688006341457367,0.7371681928634644,0.00240673148073256,0.07160120457410812,0
А в наша время были гдз и ответы мейл ру,0,0,0,0,0.0033866118174046282,0.04469086229801178,0.9715740084648132,1.000000338535756e-05,0.1968362182378769,0
"""Гдз от Путина"" уже не в моде, ШкоЛоте не понять",1,1,0,1,0.005921069998294115,0.7490972280502319,0.4455395638942719,1.000000338535756e-05,0.2227101624011993,0
"Эх, ""Дробовика"" - Гоголева по ним нет. Он бы их на место поставил.",0,0,0,0,0.09010298550128937,0.23371636867523196,0.3775506913661957,1.000000338535756e-05,0.3007555902004242,0
Никто не пробовал писать не правельные ответы? Пусть страдают если такие тупые. Я бы так делал  да вот только Твиттере это для обиженок....,1,1,0,0,0.01323282066732645,0.41490885615348816,0.7371681928634644,0.0016584827098995447,0.08270734548568726,0
В комментиках зоопарк   всегда будут и были те   кто списывают   просят решить и тд   с чего бы раньше такого не было?,1,0,0,0,0.034110426902771,0.051855459809303284,0.7606606483459473,0.011341754347085951,0.08757384121417999,0
Блять  а как можно после 11 классов быть не в состоянии решить такое?,1,0,0,0,0.01855656690895557,0.1259327530860901,0.8740872144699097,1.000000338535756e-05,0.022296184673905373,1
Я сам не понимаю ничего из математики  как хорошо  что в моем детстве не было интернета.,0,0,0,0,0.3073680400848389,0.275139719247818,0.3629792034626007,0.0006363342981785536,0.03515484184026718,0
у узколобых дегенератов всё  что происходит в твитере - по умолчанию плоха.,1,0,0,0,0.034110426902771,0.2568419873714447,0.7773098945617676,0.00034535021404735744,0.13661839067935946,0
Заметьте  задания все по ссаной матеше. Похоже  она действительно далеко не всем нужна.,0,0,0,0,0.06755668669939041,0.275139719247818,0.4301573634147644,0.0034934247378259893,0.05341333150863648,0
Племянница тралит меня,0,0,0,0,0.11597072333097458,0.754925012588501,0.03733688220381737,1.000000338535756e-05,0.2393593490123749,0
Математика. Попробовал тут на днях ЕГЭ порешать этого года. Решил все верно. И решения сверил  все как надо. Ну пару баллов мб бы списали за оригинальный ход мысли  не более.  Сравнить не с чем  школу до ЕГЭ закончил. Как нужно учиться в школе  чтоб плохо его написать  не представляю.,0,0,0,0,0.02844603545963764,0.40734341740608215,0.5698626637458801,0.005394937004894018,0.11280541121959685,0
Тролли ей уже неправильные решения понаписали в комментариях?,0,1,0,0,0.0007421813788823782,0.08757384121417999,0.9724247455596924,0.0004978571087121964,0.02596735954284668,0
ГДЗ Виленкин 8 класс,0,1,0,0,0.26285186409950256,1.000000338535756e-05,0.275139719247818,1.000000338535756e-05,0.051855459809303284,0
Если бы в эпоху до интернета взрослый состоявшийся человек украл бы у школьника тетрадку с домашкой и стал бы ухахатываться с того  что там видит и кичиться тем  что для него не составляет труда решить эти задачи  его бы  наверное  посчитали имбецилом.Но почему-то здесь и сейчас такое поведение каким-то чудом нормализовано. Воистину  чудны дела твои  господи.,1,0,0,0,0.08510905504226685,0.3276783227920532,0.2069040536880493,0.01855656690895557,0.1824355274438858,0
Хз  мне эти ваши дроби  на}{Уй в жизни не разу не пригодились.,1,0,0,0,0.010023568756878376,0.5621865391731262,0.6442351341247559,0.0014650630764663222,0.0980893224477768,0
так то сложна,0,0,0,0,0.0015587612288072705,0.00574024673551321,0.812877357006073,1.000000338535756e-05,0.11280541121959685,0
Стоит ли качать твитер? Если не понравится как закачать обратно?,0,0,0,0,0.006107562687247992,0.009135636501014231,0.9715740084648132,1.000000338535756e-05,0.02518884465098381,0
4. решается в уме за 10 секунд  а что спрашивается в 2. действительно хз.,0,0,0,0,0.01323282066732645,0.026769286021590236,0.9648651480674744,1.000000338535756e-05,0.12253321707248688,0
М-да  мне стыдно за школьников 😰,0,0,0,0,0.0049154055304825315,0.6370407938957214,0.4765896201133728,1.000000338535756e-05,0.3073680400848389,0
Не  ну я это уже не решу,0,0,0,0,0.0021927168127149343,0.754925012588501,0.8354935646057129,1.000000338535756e-05,0.04337579756975174,0
Вижу дробь  иду вскрываться!,0,0,0,0,0.01972912810742855,0.10375863313674928,0.40734341740608215,0.00038998457603156567,0.16886694729328156,0
Всё  самое время пилить посты про то  как школа делает из индивидуальностей серую убогую массу.Ей богу  не значения ж в дроби вставлять...,0,0,0,0,0.038476187735795975,0.5621865391731262,0.22816647589206696,0.01323282066732645,0.1778208613395691,0
И че? Ну не нужна человеку эта ебучая матеша. Клоуны уже хуеты про либерастские заговоры понаписали. Тупорылый электорат пыни сука. Вы же и есть ее отражение.,1,0,0,0,0.01855656690895557,0.8439050912857056,0.275139719247818,0.0010749627836048603,0.13661839067935946,1
Некоторые молодые и особо ретивые преподы могут таким образом чекать своих малолетних дибилов.,0,0,0,0,0.13297423720359802,0.2942249774932861,0.2568419873714447,0.006702851038426161,0.10088862478733064,0
Автор поста  не выпендривайся. В наше время просто твиттера не было  иначе тоже была бы такая херня.,1,0,0,0,0.0980893224477768,0.5000100135803223,0.14034625887870789,0.0012943083420395851,0.1778208613395691,1
С этими ребятами нам в космос не полететь,0,0,0,0,0.5621865391731262,0.03515484184026718,0.08036746829748154,0.006702851038426161,0.12253321707248688,0
Коротко об уровне развития твитерожителей,1,0,0,0,0.008071991614997387,0.1732981950044632,0.7931159734725952,0.0021257030311971907,0.1067005917429924,0
ну и хули тут решать? я понимаю ДУ третьего порядка решить,0,0,0,0,0.02596735954284668,0.38492217659950256,0.2227101624011993,0.00041448150295764213,0.18714269995689392,0
Второе чет непонятная фигня какая-то. Целое выражение там одно  первое. Остальные все с дробями. Или я чего то не понял?Ну либо тут вообще нет дробных выражений  потому что всё можно записать в формате (х+а):(у-с) например.,0,0,0,0,0.061885979026556015,0.4843900501728058,0.3923468291759491,0.0027249858248978853,0.06561483442783356,0
Хорошо быть тупой.,0,0,0,0,0.0980893224477768,0.007587242405861615,0.10375863313674928,1.000000338535756e-05,0.0980893224477768,0
Такое не решить это надо совсем отсталым быть,1,0,0,0,0.040855713188648224,0.5000100135803223,0.6926519870758057,1.000000338535756e-05,0.04337579756975174,0
Доказательство того  что большинство твиттерят тупые.,1,0,0,0,0.04337579756975174,0.3140605390071869,0.5544804334640503,0.0033866118174046282,0.08757384121417999,0
Мне лично интересно  что ж это за учителя такие  которые не смогли объяснить детям такой простой материал 🙄,0,0,0,0,0.6150978803634644,0.22816647589206696,0.4843900501728058,0.0004683129664044827,0.022296184673905373,0
Наконец-то ныттер использовали не для нытья и шедевров мюсли школьников. Ах  да  учебный год же начался!,0,0,0,0,0.2689514458179474,0.275139719247818,0.1097157895565033,0.0031826822087168694,0.08757384121417999,0
О  а если я тегну hashtagпомогитесгидротермическойобработкойдревесины  то мне помогут?,0,0,0,0,0.009422590956091879,0.03515484184026718,0.9916942119598388,0.000617075536865741,0.014967083930969238,0
Я думал азиаты шарят за математику,1,0,0,0,0.009718479588627815,0.026769286021590236,0.8031837940216064,1.000000338535756e-05,0.4455395638942719,0
Блять  ну и че  типа до этого не существовало В ПЕЧАТНЫХ вариантах ГДЗ или никто не списывал? Совсем уже в бабок у подъезда заигрались.,1,0,0,1,0.014513582922518253,0.7879412174224854,0.38492217659950256,0.003603602992370725,0.09535945951938628,1
Как он(а) будет в 10/11 классе показательные неравенства долбить?,0,0,0,0,0.014513582922518253,0.04743587225675583,0.94500470161438,0.0005627787322737278,0.016924913972616196,0
Незнаю я 🤦‍♂️🤥,0,0,0,0,0.08757384121417999,0.0043415031395852574,0.9919480085372924,1.000000338535756e-05,0.015434555709362032,0
"Что страшного? Школа - подготовка к взрослой жизни, а взрослым важно решать или обходить возникающие проблемы доступными путями. Поискать помощь в интернете один из логичных вариантов решения любой проблемы.Наше поколение (сегодняшние учителя) в основном списывали все домашки с разных решебников ГДЗ, тоже не самый ""правильный"" путь.",0,0,0,0,0.1097157895565033,0.1520422399044037,0.6297846436500549,0.009135636501014231,0.05501529201865196,0
На понижение пошёл 😄,0,0,0,0,0.03623005375266075,0.008587487041950226,0.9935217499732972,1.000000338535756e-05,0.0014203583123162387,0
партия гуманоидов-это сильно,0,0,0,0,0.061885979026556015,0.1294127255678177,0.6513648629188538,1.000000338535756e-05,0.07586817443370819,0
Тут же просто конченные антипрививочники,1,0,0,0,0.014513582922518253,0.4765896201133728,0.7773098945617676,0.00044055713806301355,0.01855656690895557,0
Показательно  насколько свободы слова нет в РФ.,0,0,1,0,0.16452647745609286,0.09535945951938628,0.6992644667625427,0.00034535021404735744,0.03733688220381737,0
Так это вечно недовольные животные,1,0,0,0,0.24509501457214355,0.3007555902004242,0.41490885615348816,1.000000338535756e-05,0.010338151827454569,0
Щелыкалова в президенты! Кстати  последний комментарий от Ольги Коркиной можно будет использовать в качестве эпитафии на её надгробье  в случае чего.,0,1,0,0,0.06009664759039879,0.12253321707248688,0.7057950496673584,0.004208795726299286,0.10375863313674928,0
1. Болеешь коронавирусом2. Из принципа отказываешься от кровавой путинской вакцины3. Умераеш4. Виноват Путин,0,1,0,0,0.010338151827454569,0.3140605390071869,0.8354935646057129,0.0014203583123162387,0.11280541121959685,0
*проблемные регионы получат поддержку от государства  срок выполнения тестов проконтролируют*. Как и майские указы ?,0,0,0,0,0.020974241197109226,0.2942249774932861,0.8558611869812012,0.010662510991096495,0.01323282066732645,0
Гумонойд какой-то из планеты ЕДРО,0,0,0,1,0.06372499465942383,0.24509501457214355,0.7248802781105042,1.000000338535756e-05,0.03309597820043564,0
Суть не в том что сказали  а то что напиздели и все превратят опять в имитацию бурной деятельности.,0,0,0,0,0.005394937004894018,0.6723417043685913,0.4225146472454071,0.007355827372521163,0.2120788097381592,1
Половина дегенераты-антипрививочники  вторая половина нытики со спинномозговым рефлексом нытья в комментах.,1,0,0,0,0.01799621433019638,0.04886778444051743,0.8558611869812012,0.005394937004894018,0.051855459809303284,0
А надо ныть. Тем самым они оправдывают своё неумение наладить жизнь.,1,0,0,0,0.03623005375266075,0.4301573634147644,0.6654205918312073,1.000000338535756e-05,0.09535945951938628,0
Да нашим людям что не сделай – всегда хуево будет. Вакцину разработали – кококо  не хотим прививаться. Если бы не разработали вакцину – ууу  хуеплеты  все развалили  ничего нет в стране ляляля,1,0,0,0,0.009718479588627815,0.7431780099868774,0.3923468291759491,0.010338151827454569,0.16886694729328156,0
Да и похер. Чем больше антипрививочников поехавших и просто поехавших  тем меньше будет очередей в пунктах прививок.,1,0,0,0,0.04337579756975174,0.22816647589206696,0.3923468291759491,0.08270734548568726,0.11280541121959685,1
"А потом такие ""почему чиновники ничего не хотят делать для людей""? Ну вот поэтому вот. Что бы ты не сделал - ты говноед.",1,0,0,0,0.007587242405861615,0.546748161315918,0.8596737384796143,0.0007196703809313476,0.11597072333097458,1
> ничего не делаешь - плохо  делаешь - все равно плохо. чего им надо то?Подозреваю  что пиздюлей.,0,0,0,0,0.01169725600630045,0.7826725244522095,0.22816647589206696,0.01169725600630045,0.16027602553367615,1
Говорят  единственный способ избежать пуинской прививки -спрятаться от нее в пластиковом мешке .,0,0,0,0,0.04604391008615494,0.1259327530860901,0.6370407938957214,0.005921069998294115,0.1824355274438858,0
"Есть то, что есть. А ""то, что будет"" это пропаганда",0,0,0,0,0.02844603545963764,0.12253321707248688,0.6442351341247559,1.000000338535756e-05,0.1732981950044632,0
Надо галлоперидола и валерианки  и да  позовите Германа разобраться с интернетом у данных животных-пагубно влияет на неокрепшие 40-ка летние умы.,0,1,0,0,0.03733688220381737,0.2689514458179474,0.8354935646057129,0.0031826822087168694,0.07370626926422119,0
Этих ебланойдов нужно репрессировать.,1,0,0,0,0.0049154055304825315,0.3702353835105896,0.946606695652008,0.0009210511343553662,0.0047651990316808215,0
"Это говорит лишь о том, что пропаганда Навальных и Дудей работает лучше, чем мозги людей, которых уже промывают с 90-ых. Вместо того, чтобы убирать со школьных программы Солженициных и прекратить прекратить платить миллионы за ""Зулейху рыгает дерьмом"" государство предпочло лизануть проевропейской антисоветской пропаганде. Теперь придется расхлёбывать всю это кашу из гавна, которые так усиленно вбивали в головы людей более 30 лет.",1,1,0,0,0.0695517510175705,0.5544804334640503,0.3415925204753876,0.01283121295273304,0.12253321707248688,0
Плохо то что это отписка и сделанно ничего не будет,0,0,0,0,0.348655104637146,0.2814156115055084,0.38492217659950256,1.000000338535756e-05,0.02518884465098381,0
Пиздюлей им надо,1,0,0,0,1.000000338535756e-05,0.6654205918312073,0.16452647745609286,1.000000338535756e-05,0.3415925204753876,1
Какие нахуй регионы? У тебя стеклобой опять мочой поменяли? Мне в Питере 3ую неделю тест делают,0,0,1,0,0.006913838442414999,0.3276783227920532,0.7981967926025391,0.005394937004894018,0.04209772497415543,1
Тупая админская шавка пройди по поликлиникам и посмотри на работу,1,0,0,0,0.012441651895642279,0.03115382604300976,0.91965252161026,1.000000338535756e-05,0.08036746829748154,0
Может быть недовольство из-за уже опостылевшего очковтирательства и имитации бурной деятельности? Ну как с ценами на бензин  например. Или как с курсом рубля. Или как с пенсионной реформой.В общем есть почва для недовольства.,0,0,0,0,0.06755668669939041,0.2509227991104126,0.5312193632125854,0.01855656690895557,0.08270734548568726,0
"У детских врачей в кабинетах часто игрушки лежат, всякие картинки яркие на стенах и прочее. Ну чтоб ребёнок отвлёкся от болезненных процедур. А для таких придётся тоже специальные кабинеты делать: портрет Байдена на стене, американские флажки повсюду, гимн США фоном включить, а врач будет в костюме Дяди Сэма укол делать, приговаривая ""вакцина американская, только вчера из самого Вашингтона привезли! и шприц американский! и укол по специальной западной технологии будем делать, запатентованный Илоном Маском!"".",0,1,1,0,0.03115382604300976,0.21734751760959625,0.6150978803634644,0.02443309314548969,0.11921291798353195,0
Не вижу проблемы. Пускай за свой счёт покупают ту вакцину  которая им по душе🤷‍♂️,0,0,0,0,0.014073628932237623,0.4610267877578736,0.2689514458179474,0.004619571380317211,0.2689514458179474,0
Где эта помойка  я хочу посмотреть на дегенератов сам,1,0,0,0,0.3073680400848389,0.04886778444051743,0.7718535065650941,1.000000338535756e-05,0.009422590956091879,0
Есть такая категория людей - профессиональные плакальщики  считающие что им кругом все должны  но сами поднять свою dumb ass с дивана не способные.,1,0,0,0,0.13661839067935946,0.05835584178566933,0.8080772161483765,0.00574024673551321,0.03623005375266075,0
Так и в чем вопрос? Кто то реально верит в исполнение его указаний и обещаний? Рили?,0,1,0,0,0.002333162352442741,0.034110426902771,0.960371196269989,0.0012165895896032453,0.03733688220381737,0
Мне тест на коронку делали 8 дней.. 🤷‍♂️Видимо это меньше 48 часов...,0,0,0,0,0.020974241197109226,0.16886694729328156,0.546748161315918,0.0021257030311971907,0.11280541121959685,0
Пиздеть ≠ делать.В ватоадмине.,0,0,0,0,0.001042230986058712,0.8031837940216064,0.1824355274438858,0.0015587612288072705,0.15611489117145538,1
Вы все ещё вините Сталина за репрессии? Представляю  какое поголовье долбоебов было тогда.,1,1,0,0,0.005921069998294115,0.4688006341457367,0.7490972280502319,0.02369946800172329,0.02596735954284668,0
Надел маску здох от раболепия перед сероводородными тварями!!111,1,0,0,0,0.08757384121417999,0.3629792034626007,0.09269777685403824,0.013646835461258888,0.16452647745609286,0
Админ ты в рахе живёшь? Или в Москве? Едрос ебаный?,1,1,1,0,0.00044055713806301355,0.2069040536880493,0.6297846436500549,0.0026416745968163013,0.20182321965694427,0
Что-то губернаторы заболевшие вирусом не спешат лечится у себя в регионах... Это пожалуй  лучшая оценка уровня медицины.,0,0,0,0,0.3140605390071869,0.2227101624011993,0.275139719247818,0.002560912864282727,0.08510905504226685,0
А как правильно? Ирак или Иран?,0,0,1,0,1.000000338535756e-05,0.02162533439695835,0.99745911359787,1.000000338535756e-05,0.03515484184026718,0
Австралия устроила провокацию на границе с Германией,0,0,1,0,0.010338151827454569,0.38492217659950256,0.8354935646057129,0.0012548431986942887,0.03022458776831627,0
Швейцария и Словения обвинили шведско-словатский союз,0,0,1,0,0.02844603545963764,0.0566624328494072,0.7981967926025391,0.0012943083420395851,0.05501529201865196,0
Ну может со смартфона,0,0,0,0,0.001108730910345912,0.0229873675853014,0.9790457487106324,1.000000338535756e-05,0.2568419873714447,0
Голландские высоты - это анекдот такой,0,0,0,0,0.1968362182378769,0.01799621433019638,0.8872146010398865,1.000000338535756e-05,0.04469086229801178,0
Били прицельно боеколовками из обедненных тюльпанов,0,0,0,0,0.1259327530860901,0.15611489117145538,0.38492217659950256,0.00240673148073256,0.0566624328494072,0
Проститутками и марихуаной закидывали что не таГ?,1,0,0,0,0.0011795104946941135,0.41490885615348816,0.4378334879875183,0.016924913972616196,0.2568419873714447,0
да не Голландские   а Нидерландские !,0,1,1,0,0.05341333150863648,0.20182321965694427,0.9073222279548644,1.000000338535756e-05,0.009718479588627815,0
Швейцарские гвардейцы разогнали шведских мусульман в Риме.,0,0,1,0,0.008857354521751406,0.06009664759039879,0.8558611869812012,0.001108730910345912,0.2227101624011993,0
